"family","Scientific.Name","species_ebird_url","ML Catalog Number","sound.files","Common Name","Orginal.Scientific.Name","Behaviors","file_url"
"Monarchidae","Terpsiphone batesi","https://ebird.org/species/batpaf1",399012661,"Terpsiphone_batesi-ML399012661.wav","Bates's Paradise-Flycatcher","Terpsiphone batesi",NA,"https://macaulaylibrary.org/asset/399012661"
"Monarchidae","Terpsiphone bourbonnensis","https://ebird.org/species/mapfly2",58695,"Terpsiphone_bourbonnensis-ML58695.wav","Mascarene Paradise-Flycatcher","Terpsiphone bourbonnensis","Call","https://macaulaylibrary.org/asset/58695"
"Monarchidae","Terpsiphone cinnamomea","https://ebird.org/species/rupfly1",18550,"Terpsiphone_cinnamomea-ML18550.wav","Rufous Paradise-Flycatcher","Terpsiphone cinnamomea","Song","https://macaulaylibrary.org/asset/18550"
"Monarchidae","Terpsiphone corvina","https://ebird.org/species/sepfly1",203892321,"Terpsiphone_corvina-ML203892321.wav","Seychelles Paradise-Flycatcher","Terpsiphone corvina","Call; Song","https://macaulaylibrary.org/asset/203892321"
"Monarchidae","Terpsiphone cyanescens","https://ebird.org/species/blpfly1",252579381,"Terpsiphone_cyanescens-ML252579381.wav","Blue Paradise-Flycatcher","Terpsiphone cyanescens","Song","https://macaulaylibrary.org/asset/252579381"
"Monarchidae","Terpsiphone rufocinerea","https://ebird.org/species/rvpfly1",85540,"Terpsiphone_rufocinerea-ML85540.wav","Rufous-vented Paradise-Flycatcher","Terpsiphone rufocinerea","Call; Foraging or Eating","https://macaulaylibrary.org/asset/85540"
"Meliphagidae","Territornis reticulata","https://ebird.org/species/stbhon3",120979441,"Territornis_reticulata-ML120979441.wav","Streak-breasted Honeyeater","Territornis reticulata",NA,"https://macaulaylibrary.org/asset/120979441"
"Scotocercidae","Tesia everetti","https://ebird.org/species/ructes1",168558,"Tesia_everetti-ML168558.wav","Russet-capped Tesia","Tesia everetti","Song","https://macaulaylibrary.org/asset/168558"
"Phasianidae","Tetraogallus caucasicus","https://ebird.org/species/causno1",155121311,"Tetraogallus_caucasicus-ML155121311.wav","Caucasian Snowcock","Tetraogallus caucasicus","Song","https://macaulaylibrary.org/asset/155121311"
"Phasianidae","Tetrastes sewerzowi","https://ebird.org/species/sevgro1",285208,"Tetrastes_sewerzowi-ML285208.wav","Severtzov's Grouse","Tetrastes sewerzowi","Call","https://macaulaylibrary.org/asset/285208"
"Anatidae","Thalassornis leuconotus","https://ebird.org/species/whbduc1",537940931,"Thalassornis_leuconotus-ML537940931.wav","White-backed Duck","Thalassornis leuconotus",NA,"https://macaulaylibrary.org/asset/537940931"
"Muscicapidae","Thamnolaea semirufa","https://ebird.org/species/wwccha1",276952,"Thamnolaea_semirufa-ML276952.wav","White-winged Cliff-Chat","Thamnolaea semirufa","Song","https://macaulaylibrary.org/asset/276952"
"Charadriidae","Thinornis novaeseelandiae","https://ebird.org/species/shoplo1",298236081,"Thinornis_novaeseelandiae-ML298236081.wav","Shore Plover","Thinornis novaeseelandiae","Call","https://macaulaylibrary.org/asset/298236081"
"Ardeidae","Tigriornis leucolopha","https://ebird.org/species/whcbit1",44878801,"Tigriornis_leucolopha-ML44878801.wav","White-crested Bittern","Tigriornis leucolopha","Song","https://macaulaylibrary.org/asset/44878801"
"Bucerotidae","Tockus damarensis","https://ebird.org/species/drbhor1",277787,"Tockus_damarensis-ML277787.wav","Damara Red-billed Hornbill","Tockus damarensis","Song","https://macaulaylibrary.org/asset/277787"
"Bucerotidae","Tockus ruahae","https://ebird.org/species/trbhor1",92466571,"Tockus_ruahae-ML92466571.wav","Tanzanian Red-billed Hornbill","Tockus ruahae",NA,"https://macaulaylibrary.org/asset/92466571"
"Alcedinidae","Todiramphus albicilla","https://ebird.org/species/colkin2",5389,"Todiramphus_albicilla-ML5389.wav","Mariana Kingfisher","Todiramphus albicilla","Call","https://macaulaylibrary.org/asset/5389"
"Alcedinidae","Todiramphus australasia","https://ebird.org/species/cibkin1",168938,"Todiramphus_australasia-ML168938.wav","Cinnamon-banded Kingfisher","Todiramphus australasia","Call","https://macaulaylibrary.org/asset/168938"
"Alcedinidae","Todiramphus cinnamominus","https://ebird.org/species/mickin1",5422,"Todiramphus_cinnamominus-ML5422.wav","Guam Kingfisher","Todiramphus cinnamominus","Call; Courtship, Display, or Copulation","https://macaulaylibrary.org/asset/5422"
"Alcedinidae","Todiramphus diops","https://ebird.org/species/bawkin1",182210,"Todiramphus_diops-ML182210.wav","Blue-and-white Kingfisher","Todiramphus diops",NA,"https://macaulaylibrary.org/asset/182210"
"Alcedinidae","Todiramphus enigma","https://ebird.org/species/talkin1",203893401,"Todiramphus_enigma-ML203893401.wav","Talaud Kingfisher","Todiramphus enigma","Call","https://macaulaylibrary.org/asset/203893401"
"Alcedinidae","Todiramphus farquhari","https://ebird.org/species/chbkin1",64479,"Todiramphus_farquhari-ML64479.wav","Vanuatu Kingfisher","Todiramphus farquhari","Song","https://macaulaylibrary.org/asset/64479"
"Alcedinidae","Todiramphus funebris","https://ebird.org/species/somkin1",203906951,"Todiramphus_funebris-ML203906951.wav","Sombre Kingfisher","Todiramphus funebris","Call","https://macaulaylibrary.org/asset/203906951"
"Alcedinidae","Todiramphus gambieri","https://ebird.org/species/niakin1",203895531,"Todiramphus_gambieri-ML203895531.wav","Tuamotu Kingfisher (Niau)","Todiramphus gambieri","Call","https://macaulaylibrary.org/asset/203895531"
"Alcedinidae","Todiramphus godeffroyi","https://ebird.org/species/markin2",203895511,"Todiramphus_godeffroyi-ML203895511.wav","Marquesas Kingfisher","Todiramphus godeffroyi","Call","https://macaulaylibrary.org/asset/203895511"
"Alcedinidae","Todiramphus leucopygius","https://ebird.org/species/ultkin1",247204,"Todiramphus_leucopygius-ML247204.wav","Ultramarine Kingfisher","Todiramphus leucopygius","Song","https://macaulaylibrary.org/asset/247204"
"Alcedinidae","Todiramphus nigrocyaneus","https://ebird.org/species/blbkin3",42751141,"Todiramphus_nigrocyaneus-ML42751141.wav","Blue-black Kingfisher","Todiramphus nigrocyaneus","Song","https://macaulaylibrary.org/asset/42751141"
"Alcedinidae","Todiramphus pelewensis","https://ebird.org/species/mickin4",5345,"Todiramphus_pelewensis-ML5345.wav","Palau Kingfisher","Todiramphus pelewensis","Song","https://macaulaylibrary.org/asset/5345"
"Alcedinidae","Todiramphus recurvirostris","https://ebird.org/species/flbkin1",5729,"Todiramphus_recurvirostris-ML5729.wav","Flat-billed Kingfisher","Todiramphus recurvirostris",NA,"https://macaulaylibrary.org/asset/5729"
"Alcedinidae","Todiramphus reichenbachii","https://ebird.org/species/mickin5",5528,"Todiramphus_reichenbachii-ML5528.wav","Pohnpei Kingfisher","Todiramphus reichenbachii","Call","https://macaulaylibrary.org/asset/5528"
"Alcedinidae","Todiramphus sacer","https://ebird.org/species/packin1",5773,"Todiramphus_sacer-ML5773.wav","Pacific Kingfisher","Todiramphus sacer",NA,"https://macaulaylibrary.org/asset/5773"
"Alcedinidae","Todiramphus saurophagus","https://ebird.org/species/beakin2",202789,"Todiramphus_saurophagus-ML202789.wav","Beach Kingfisher","Todiramphus saurophagus","Call; Flying","https://macaulaylibrary.org/asset/202789"
"Alcedinidae","Todiramphus tristrami","https://ebird.org/species/colkin16",20532,"Todiramphus_tristrami-ML20532.wav","Melanesian Kingfisher (New Britain)","Todiramphus tristrami","Song","https://macaulaylibrary.org/asset/20532"
"Alcedinidae","Todiramphus tutus","https://ebird.org/species/chakin2",62571791,"Todiramphus_tutus-ML62571791.wav","Chattering Kingfisher","Todiramphus tutus","Call; Non-vocal","https://macaulaylibrary.org/asset/62571791"
"Alcedinidae","Todiramphus veneratus","https://ebird.org/species/tahkin1",94993,"Todiramphus_veneratus-ML94993.wav","Society Kingfisher","Todiramphus veneratus","Song","https://macaulaylibrary.org/asset/94993"
"Alcedinidae","Todiramphus winchelli","https://ebird.org/species/rulkin1",191441,"Todiramphus_winchelli-ML191441.wav","Rufous-lored Kingfisher","Todiramphus winchelli","Song","https://macaulaylibrary.org/asset/191441"
"Psittacidae","Touit costaricensis","https://ebird.org/species/refpar1",299725,"Touit_costaricensis-ML299725.wav","Red-fronted Parrotlet","Touit costaricensis","Call; Flight Call","https://macaulaylibrary.org/asset/299725"
"Melanocharitidae","Toxorhamphus novaeguineae","https://ebird.org/species/yeblon1",79854,"Toxorhamphus_novaeguineae-ML79854.wav","Yellow-bellied Longbill","Toxorhamphus novaeguineae","Song","https://macaulaylibrary.org/asset/79854"
"Melanocharitidae","Toxorhamphus poliopterus","https://ebird.org/species/slclon1",167024,"Toxorhamphus_poliopterus-ML167024.wav","Slaty-chinned Longbill","Toxorhamphus poliopterus","Call","https://macaulaylibrary.org/asset/167024"
"Lybiidae","Trachyphonus margaritatus","https://ebird.org/species/yebbar2",100299,"Trachyphonus_margaritatus-ML100299.wav","Yellow-breasted Barbet","Trachyphonus margaritatus","Call","https://macaulaylibrary.org/asset/100299"
"Columbidae","Treron axillaris","https://ebird.org/species/pomgrp1",312729191,"Treron_axillaris-ML312729191.wav","Philippine Green-Pigeon","Treron axillaris",NA,"https://macaulaylibrary.org/asset/312729191"
"Columbidae","Treron fulvicollis","https://ebird.org/species/cihpig1",498957431,"Treron_fulvicollis-ML498957431.wav","Cinnamon-headed Green-Pigeon","Treron fulvicollis","Foraging or Eating","https://macaulaylibrary.org/asset/498957431"
"Columbidae","Treron griseicauda","https://ebird.org/species/gycpig1",175557,"Treron_griseicauda-ML175557.wav","Gray-cheeked Green-Pigeon","Treron griseicauda",NA,"https://macaulaylibrary.org/asset/175557"
"Columbidae","Treron griveaudi","https://ebird.org/species/madgrp2",475229531,"Treron_griveaudi-ML475229531.wav","Comoros Green-Pigeon","Treron griveaudi",NA,"https://macaulaylibrary.org/asset/475229531"
"Columbidae","Treron oxyurus","https://ebird.org/species/gnspig1",70466,"Treron_oxyurus-ML70466.wav","Sumatran Green-Pigeon","Treron oxyurus","Song","https://macaulaylibrary.org/asset/70466"
"Rallidae","Tribonyx ventralis","https://ebird.org/species/btnhen1",284272211,"Tribonyx_ventralis-ML284272211.wav","Black-tailed Nativehen","Tribonyx ventralis",NA,"https://macaulaylibrary.org/asset/284272211"
"Psittaculidae","Trichoglossus euteles","https://ebird.org/species/olhlor1",168958,"Trichoglossus_euteles-ML168958.wav","Olive-headed Lorikeet","Trichoglossus euteles","Call","https://macaulaylibrary.org/asset/168958"
"Psittaculidae","Trichoglossus forsteni","https://ebird.org/species/railor3",138087531,"Trichoglossus_forsteni-ML138087531.wav","Sunset Lorikeet","Trichoglossus forsteni",NA,"https://macaulaylibrary.org/asset/138087531"
"Psittaculidae","Trichoglossus rubiginosus","https://ebird.org/species/pohlor1",5511,"Trichoglossus_rubiginosus-ML5511.wav","Pohnpei Lorikeet","Trichoglossus rubiginosus","Call; Flying","https://macaulaylibrary.org/asset/5511"
"Leiothrichidae","Trochalopteron henrici","https://ebird.org/species/prhlau1",60492,"Trochalopteron_henrici-ML60492.wav","Prince Henry's Laughingthrush","Trochalopteron henrici",NA,"https://macaulaylibrary.org/asset/60492"
"Columbidae","Trugon terrestris","https://ebird.org/species/tbgpig2",251075401,"Trugon_terrestris-ML251075401.wav","Thick-billed Ground-Pigeon","Trugon terrestris","Song","https://macaulaylibrary.org/asset/251075401"
"Columbidae","Turacoena manadensis","https://ebird.org/species/wfcdov1",175952,"Turacoena_manadensis-ML175952.wav","White-faced Cuckoo-Dove","Turacoena manadensis",NA,"https://macaulaylibrary.org/asset/175952"
"Columbidae","Turacoena modesta","https://ebird.org/species/slacud1",203921671,"Turacoena_modesta-ML203921671.wav","Slaty Cuckoo-Dove","Turacoena modesta","Song","https://macaulaylibrary.org/asset/203921671"
"Pellorneidae","Turdinus marmoratus","https://ebird.org/species/mawbab1",36345,"Turdinus_marmoratus-ML36345.wav","Marbled Wren-Babbler","Turdinus marmoratus","Song","https://macaulaylibrary.org/asset/36345"
"Leiothrichidae","Turdoides atripennis","https://ebird.org/species/capbab1",53099,"Turdoides_atripennis-ML53099.wav","Capuchin Babbler","Turdoides atripennis","Call; Foraging or Eating; Song","https://macaulaylibrary.org/asset/53099"
"Leiothrichidae","Turdoides gilberti","https://ebird.org/species/wtmbab1",176573,"Turdoides_gilberti-ML176573.wav","White-throated Mountain-Babbler","Turdoides gilberti","Call","https://macaulaylibrary.org/asset/176573"
"Leiothrichidae","Turdoides melanops","https://ebird.org/species/bkfbab1",278210,"Turdoides_melanops-ML278210.wav","Black-faced Babbler","Turdoides melanops","Call","https://macaulaylibrary.org/asset/278210"
"Leiothrichidae","Turdoides nipalensis","https://ebird.org/species/spibab1",14215,"Turdoides_nipalensis-ML14215.wav","Spiny Babbler","Turdoides nipalensis","Duet; Song","https://macaulaylibrary.org/asset/14215"
"Leiothrichidae","Turdoides rufocinctus","https://ebird.org/species/rcmbab1",523851091,"Turdoides_rufocinctus-ML523851091.wav","Red-collared Mountain-Babbler","Turdoides rufocinctus","Call; Foraging or Eating","https://macaulaylibrary.org/asset/523851091"
"Leiothrichidae","Turdoides tenebrosa","https://ebird.org/species/dusbab2",475791231,"Turdoides_tenebrosa-ML475791231.wav","Dusky Babbler","Turdoides tenebrosa",NA,"https://macaulaylibrary.org/asset/475791231"
"Turdidae","Turdus bewsheri","https://ebird.org/species/comthr1",101972,"Turdus_bewsheri-ML101972.wav","Comoro Thrush","Turdus bewsheri","Song","https://macaulaylibrary.org/asset/101972"
"Turdidae","Turdus eremita","https://ebird.org/species/trithr1",204761,"Turdus_eremita-ML204761.wav","Tristan Thrush","Turdus eremita","Call","https://macaulaylibrary.org/asset/204761"
"Turdidae","Turdus helleri","https://ebird.org/species/taithr1",349480421,"Turdus_helleri-ML349480421.wav","Taita Thrush","Turdus helleri",NA,"https://macaulaylibrary.org/asset/349480421"
"Turdidae","Turdus olivaceofuscus","https://ebird.org/species/satthr1",102105,"Turdus_olivaceofuscus-ML102105.wav","Sao Tome Thrush","Turdus olivaceofuscus","Song","https://macaulaylibrary.org/asset/102105"
"Turdidae","Turdus olivaceus","https://ebird.org/species/olithr2",72538,"Turdus_olivaceus-ML72538.wav","Olive Thrush","Turdus olivaceus",NA,"https://macaulaylibrary.org/asset/72538"
"Turnicidae","Turnix nanus","https://ebird.org/species/hotbut3",275759,"Turnix_nanus-ML275759.wav","Black-rumped Buttonquail","Turnix nanus","Song","https://macaulaylibrary.org/asset/275759"
"Turnicidae","Turnix ocellatus","https://ebird.org/species/spobut2",203997451,"Turnix_ocellatus-ML203997451.wav","Spotted Buttonquail","Turnix ocellatus","Call","https://macaulaylibrary.org/asset/203997451"
"Tytonidae","Tyto inexspectata","https://ebird.org/species/minowl1",175978,"Tyto_inexspectata-ML175978.wav","Minahasa Masked-Owl","Tyto inexspectata",NA,"https://macaulaylibrary.org/asset/175978"
"Tytonidae","Tyto rosenbergii","https://ebird.org/species/sulowl1",203990181,"Tyto_rosenbergii-ML203990181.wav","Sulawesi Masked-Owl","Tyto rosenbergii","Call","https://macaulaylibrary.org/asset/203990181"
"Tytonidae","Tyto sororcula","https://ebird.org/species/lesmao2",203921231,"Tyto_sororcula-ML203921231.wav","Lesser Masked-Owl (Tanimbar)","Tyto sororcula","Call","https://macaulaylibrary.org/asset/203921231"
"Scotocercidae","Urosphena subulata","https://ebird.org/species/timstu1",168922,"Urosphena_subulata-ML168922.wav","Timor Stubtail","Urosphena subulata","Call","https://macaulaylibrary.org/asset/168922"
"Muscicapidae","Vauriella albigularis","https://ebird.org/species/negjuf1",204000091,"Vauriella_albigularis-ML204000091.wav","Negros Jungle Flycatcher","Vauriella albigularis","Song","https://macaulaylibrary.org/asset/204000091"
"Picidae","Verreauxia africana","https://ebird.org/species/afrpic1",181138,"Verreauxia_africana-ML181138.wav","African Piculet","Verreauxia africana","Song","https://macaulaylibrary.org/asset/181138"
"Viduidae","Vidua camerunensis","https://ebird.org/species/camind1",193477161,"Vidua_camerunensis-ML193477161.wav","Cameroon Indigobird","Vidua camerunensis",NA,"https://macaulaylibrary.org/asset/193477161"
"Viduidae","Vidua codringtoni","https://ebird.org/species/greind1",438918901,"Vidua_codringtoni-ML438918901.wav","Green Indigobird","Vidua codringtoni","Song","https://macaulaylibrary.org/asset/438918901"
"Viduidae","Vidua hypocherina","https://ebird.org/species/stbwhy1",449010461,"Vidua_hypocherina-ML449010461.wav","Steel-blue Whydah","Vidua hypocherina","Song","https://macaulaylibrary.org/asset/449010461"
"Viduidae","Vidua larvaticola","https://ebird.org/species/bakind1",21640251,"Vidua_larvaticola-ML21640251.wav","Baka Indigobird","Vidua larvaticola","Call; Song","https://macaulaylibrary.org/asset/21640251"
"Viduidae","Vidua orientalis","https://ebird.org/species/nopwhy1",138404711,"Vidua_orientalis-ML138404711.wav","Sahel Paradise-Whydah","Vidua orientalis","Call","https://macaulaylibrary.org/asset/138404711"
"Viduidae","Vidua wilsoni","https://ebird.org/species/pawind1",87094,"Vidua_wilsoni-ML87094.wav","Wilson's Indigobird","Vidua wilsoni","Song","https://macaulaylibrary.org/asset/87094"
"Psittaculidae","Vini australis","https://ebird.org/species/blclor2",5759,"Vini_australis-ML5759.wav","Blue-crowned Lorikeet","Vini australis",NA,"https://macaulaylibrary.org/asset/5759"
"Psittaculidae","Vini kuhlii","https://ebird.org/species/kuhlor1",62463741,"Vini_kuhlii-ML62463741.wav","Kuhl's Lorikeet","Vini kuhlii","Song","https://macaulaylibrary.org/asset/62463741"
"Psittaculidae","Vini palmarum","https://ebird.org/species/pallor1",515768,"Vini_palmarum-ML515768.wav","Palm Lorikeet","Vini palmarum",NA,"https://macaulaylibrary.org/asset/515768"
"Psittaculidae","Vini peruviana","https://ebird.org/species/blulor1",203897561,"Vini_peruviana-ML203897561.wav","Blue Lorikeet","Vini peruviana","Call","https://macaulaylibrary.org/asset/203897561"
"Psittaculidae","Vini rubrigularis","https://ebird.org/species/reclor1",490063431,"Vini_rubrigularis-ML490063431.wav","Red-chinned Lorikeet","Vini rubrigularis","Call; Foraging or Eating","https://macaulaylibrary.org/asset/490063431"
"Psittaculidae","Vini solitaria","https://ebird.org/species/collor1",64402,"Vini_solitaria-ML64402.wav","Collared Lory","Vini solitaria","Courtship, Display, or Copulation; Foraging or Eating; Song","https://macaulaylibrary.org/asset/64402"
"Psittaculidae","Vini stepheni","https://ebird.org/species/stelor1",203895371,"Vini_stepheni-ML203895371.wav","Stephen's Lorikeet","Vini stepheni","Call","https://macaulaylibrary.org/asset/203895371"
"Psittaculidae","Vini ultramarina","https://ebird.org/species/ultlor1",203929181,"Vini_ultramarina-ML203929181.wav","Ultramarine Lorikeet","Vini ultramarina","Call","https://macaulaylibrary.org/asset/203929181"
"Cathartidae","Vultur gryphus","https://ebird.org/species/andcon1",220146481,"Vultur_gryphus-ML220146481.wav","Andean Condor","Vultur gryphus","Non-vocal","https://macaulaylibrary.org/asset/220146481"
"Bernieridae","Xanthomixis cinereiceps","https://ebird.org/species/gyctet1",203968821,"Xanthomixis_cinereiceps-ML203968821.wav","Gray-crowned Tetraka","Xanthomixis cinereiceps","Call","https://macaulaylibrary.org/asset/203968821"
"Muscicapidae","Xenocopsychus ansorgei","https://ebird.org/species/anccha1",338214701,"Xenocopsychus_ansorgei-ML338214701.wav","Angola Cave-Chat","Xenocopsychus ansorgei","Call","https://macaulaylibrary.org/asset/338214701"
"Zosteropidae","Yuhina bakeri","https://ebird.org/species/whnyuh1",68799,"Yuhina_bakeri-ML68799.wav","White-naped Yuhina","Yuhina bakeri","Call; Foraging or Eating","https://macaulaylibrary.org/asset/68799"
"Picidae","Yungipicus maculatus","https://ebird.org/species/phiwoo1",295,"Yungipicus_maculatus-ML295.wav","Philippine Pygmy Woodpecker","Yungipicus maculatus",NA,"https://macaulaylibrary.org/asset/295"
"Picidae","Yungipicus ramsayi","https://ebird.org/species/phiwoo3",313443841,"Yungipicus_ramsayi-ML313443841.wav","Sulu Pygmy Woodpecker","Yungipicus ramsayi",NA,"https://macaulaylibrary.org/asset/313443841"
"Picidae","Yungipicus temminckii","https://ebird.org/species/sulwoo2",32834,"Yungipicus_temminckii-ML32834.wav","Sulawesi Pygmy Woodpecker","Yungipicus temminckii","Foraging or Eating; Non-vocal","https://macaulaylibrary.org/asset/32834"
"Rallidae","Zapornia atra","https://ebird.org/species/heicra1",98220011,"Zapornia_atra-ML98220011.wav","Henderson Island Crake","Zapornia atra",NA,"https://macaulaylibrary.org/asset/98220011"
"Corvidae","Zavattariornis stresemanni","https://ebird.org/species/stbcro1",96331,"Zavattariornis_stresemanni-ML96331.wav","Stresemann's Bush-Crow","Zavattariornis stresemanni","Call","https://macaulaylibrary.org/asset/96331"
"Apodidae","Zoonavena sylvatica","https://ebird.org/species/whrnee1",278291931,"Zoonavena_sylvatica-ML278291931.wav","White-rumped Needletail","Zoonavena sylvatica","Flight Call","https://macaulaylibrary.org/asset/278291931"
"Turdidae","Zoothera margaretae","https://ebird.org/species/sacthr2",247020,"Zoothera_margaretae-ML247020.wav","Makira Thrush","Zoothera margaretae","Call","https://macaulaylibrary.org/asset/247020"
"Zosteropidae","Zosterops aldabrensis","https://ebird.org/species/aldwhe1",101984,"Zosterops_aldabrensis-ML101984.wav","Aldabra White-eye","Zosterops aldabrensis","Call","https://macaulaylibrary.org/asset/101984"
"Zosteropidae","Zosterops anjuanensis","https://ebird.org/species/anjwhe1",475262951,"Zosterops_anjuanensis-ML475262951.wav","Anjouan White-eye","Zosterops anjuanensis",NA,"https://macaulaylibrary.org/asset/475262951"
"Zosteropidae","Zosterops anomalus","https://ebird.org/species/bkrwhe1",203750431,"Zosterops_anomalus-ML203750431.wav","Black-ringed White-eye","Zosterops anomalus","Song","https://macaulaylibrary.org/asset/203750431"
"Zosteropidae","Zosterops atriceps","https://ebird.org/species/crtwhe1",182300,"Zosterops_atriceps-ML182300.wav","Cream-throated White-eye","Zosterops atriceps","Call","https://macaulaylibrary.org/asset/182300"
"Zosteropidae","Zosterops atrifrons","https://ebird.org/species/bcweye2",20512,"Zosterops_atrifrons-ML20512.wav","Black-crowned White-eye","Zosterops atrifrons","Call; Song","https://macaulaylibrary.org/asset/20512"
"Zosteropidae","Zosterops borbonicus","https://ebird.org/species/maswhe2",58691,"Zosterops_borbonicus-ML58691.wav","Reunion Gray White-eye","Zosterops borbonicus","Call","https://macaulaylibrary.org/asset/58691"
"Zosteropidae","Zosterops brunneus","https://ebird.org/species/fepspe1",24008401,"Zosterops_brunneus-ML24008401.wav","Bioko Speirops","Zosterops brunneus","Call","https://macaulaylibrary.org/asset/24008401"
"Zosteropidae","Zosterops chloronothos","https://ebird.org/species/mauwhe1",72146,"Zosterops_chloronothos-ML72146.wav","Mauritius White-eye","Zosterops chloronothos","Call","https://macaulaylibrary.org/asset/72146"
"Zosteropidae","Zosterops cinereus","https://ebird.org/species/koswhe1",55612,"Zosterops_cinereus-ML55612.wav","Kosrae White-eye","Zosterops cinereus","Call","https://macaulaylibrary.org/asset/55612"
"Zosteropidae","Zosterops conspicillatus","https://ebird.org/species/brweye1",5308,"Zosterops_conspicillatus-ML5308.wav","Bridled White-eye","Zosterops conspicillatus","Call","https://macaulaylibrary.org/asset/5308"
"Zosteropidae","Zosterops everetti","https://ebird.org/species/evweye1",18556,"Zosterops_everetti-ML18556.wav","Everett's White-eye","Zosterops everetti","Call; Foraging or Eating","https://macaulaylibrary.org/asset/18556"
"Zosteropidae","Zosterops explorator","https://ebird.org/species/laweye1",5785,"Zosterops_explorator-ML5785.wav","Layard's White-eye","Zosterops explorator","Call","https://macaulaylibrary.org/asset/5785"
"Zosteropidae","Zosterops feae","https://ebird.org/species/satwhe2",96201,"Zosterops_feae-ML96201.wav","Sao Tome White-eye","Zosterops feae","Call; Foraging or Eating","https://macaulaylibrary.org/asset/96201"
"Zosteropidae","Zosterops finschii","https://ebird.org/species/duweye1",5309,"Zosterops_finschii-ML5309.wav","Dusky White-eye","Zosterops finschii","Call","https://macaulaylibrary.org/asset/5309"
"Zosteropidae","Zosterops flavifrons","https://ebird.org/species/yfweye1",64462,"Zosterops_flavifrons-ML64462.wav","Yellow-fronted White-eye","Zosterops flavifrons","Call","https://macaulaylibrary.org/asset/64462"
"Zosteropidae","Zosterops flavus","https://ebird.org/species/jaweye2",109923861,"Zosterops_flavus-ML109923861.wav","Javan White-eye","Zosterops flavus","Call","https://macaulaylibrary.org/asset/109923861"
"Zosteropidae","Zosterops fuscicapilla","https://ebird.org/species/capwhe3",100420,"Zosterops_fuscicapilla-ML100420.wav","Capped White-eye","Zosterops fuscicapilla","Song","https://macaulaylibrary.org/asset/100420"
"Zosteropidae","Zosterops griseotinctus","https://ebird.org/species/loweye1",518796801,"Zosterops_griseotinctus-ML518796801.wav","Louisiade White-eye","Zosterops griseotinctus",NA,"https://macaulaylibrary.org/asset/518796801"
"Zosteropidae","Zosterops hypolais","https://ebird.org/species/plweye1",5476,"Zosterops_hypolais-ML5476.wav","Plain White-eye","Zosterops hypolais","Call; Flying; Foraging or Eating","https://macaulaylibrary.org/asset/5476"
"Zosteropidae","Zosterops hypoxanthus","https://ebird.org/species/bhweye1",490098671,"Zosterops_hypoxanthus-ML490098671.wav","Black-headed White-eye","Zosterops hypoxanthus","Call","https://macaulaylibrary.org/asset/490098671"
"Zosteropidae","Zosterops inornatus","https://ebird.org/species/llweye1",173402661,"Zosterops_inornatus-ML173402661.wav","Large Lifou White-eye","Zosterops inornatus","Call","https://macaulaylibrary.org/asset/173402661"
"Zosteropidae","Zosterops kuehni","https://ebird.org/species/ambwhe1",509589651,"Zosterops_kuehni-ML509589651.wav","Ambon White-eye","Zosterops kuehni","Call","https://macaulaylibrary.org/asset/509589651"
"Zosteropidae","Zosterops kulambangrae","https://ebird.org/species/soiwhe2",175612251,"Zosterops_kulambangrae-ML175612251.wav","Solomons White-eye","Zosterops kulambangrae","Song","https://macaulaylibrary.org/asset/175612251"
"Zosteropidae","Zosterops leucophaeus","https://ebird.org/species/prispe1",93999,"Zosterops_leucophaeus-ML93999.wav","Principe Speirops","Zosterops leucophaeus","Call; Foraging or Eating","https://macaulaylibrary.org/asset/93999"
"Zosteropidae","Zosterops lugubris","https://ebird.org/species/blcspe1",96200,"Zosterops_lugubris-ML96200.wav","Black-capped Speirops","Zosterops lugubris","Call; Foraging or Eating; Song","https://macaulaylibrary.org/asset/96200"
"Zosteropidae","Zosterops luteirostris","https://ebird.org/species/spweye2",202809,"Zosterops_luteirostris-ML202809.wav","Splendid White-eye","Zosterops luteirostris","Song","https://macaulaylibrary.org/asset/202809"
"Zosteropidae","Zosterops mauritianus","https://ebird.org/species/maswhe3",72111,"Zosterops_mauritianus-ML72111.wav","Mauritius Gray White-eye","Zosterops mauritianus","Call","https://macaulaylibrary.org/asset/72111"
"Zosteropidae","Zosterops mayottensis","https://ebird.org/species/maywhe1",203979131,"Zosterops_mayottensis-ML203979131.wav","Mayotte White-eye","Zosterops mayottensis","Call","https://macaulaylibrary.org/asset/203979131"
"Zosteropidae","Zosterops metcalfii","https://ebird.org/species/ytweye1",202602,"Zosterops_metcalfii-ML202602.wav","Yellow-throated White-eye","Zosterops metcalfii","Call","https://macaulaylibrary.org/asset/202602"
"Zosteropidae","Zosterops minor","https://ebird.org/species/bfweye1",65828,"Zosterops_minor-ML65828.wav","Black-fronted White-eye","Zosterops minor",NA,"https://macaulaylibrary.org/asset/65828"
"Zosteropidae","Zosterops minutus","https://ebird.org/species/slweye1",33963741,"Zosterops_minutus-ML33963741.wav","Small Lifou White-eye","Zosterops minutus","Call","https://macaulaylibrary.org/asset/33963741"
"Zosteropidae","Zosterops mouroniensis","https://ebird.org/species/coweye1",203979151,"Zosterops_mouroniensis-ML203979151.wav","Comoro White-eye","Zosterops mouroniensis",NA,"https://macaulaylibrary.org/asset/203979151"
