"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Maluridae","Malurus cyaneus","https://ebird.org/species/supfai1",234296,"Malurus_cyaneus-ML234296.wav","Superb Fairywren","Malurus cyaneus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/234296"
"Tyrannidae","Elaenia gigas","https://ebird.org/species/mobela1",234535,"Elaenia_gigas-ML234535.wav","Mottle-backed Elaenia","Elaenia gigas",NA,"Dawn Song","Adult – 1","https://macaulaylibrary.org/asset/234535"
"Petroicidae","Melanodryas cucullata","https://ebird.org/species/hoorob1",234613,"Melanodryas_cucullata-ML234613.wav","Hooded Robin","Melanodryas cucullata",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/234613"
"Cacatuidae","Eolophus roseicapilla","https://ebird.org/species/galah",234632,"Eolophus_roseicapilla-ML234632.wav","Galah","Eolophus roseicapilla",NA,"Call; Flying","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/234632"
"Psophodidae","Psophodes olivaceus","https://ebird.org/species/easwhi1",234647,"Psophodes_olivaceus-ML234647.wav","Eastern Whipbird","Psophodes olivaceus",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/234647"
"Cuculidae","Chrysococcyx osculans","https://ebird.org/species/blecuc1",234677,"Chrysococcyx_osculans-ML234677.wav","Black-eared Cuckoo","Chrysococcyx osculans",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/234677"
"Estrildidae","Aidemosyne modesta","https://ebird.org/species/plhfin1",234697,"Aidemosyne_modesta-ML234697.wav","Plum-headed Finch","Aidemosyne modesta",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/234697"
"Turnicidae","Turnix varius","https://ebird.org/species/paibut2",234720,"Turnix_varius-ML234720.wav","Painted Buttonquail (Painted)","Turnix varius varius/scintillans",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/234720"
"Bucconidae","Malacoptila rufa","https://ebird.org/species/runpuf1",235026,"Malacoptila_rufa-ML235026.wav","Rufous-necked Puffbird","Malacoptila rufa",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/235026"
"Tyrannidae","Zimmerius villarejoi","https://ebird.org/species/mistyr1",235117,"Zimmerius_villarejoi-ML235117.wav","Mishana Tyrannulet","Zimmerius villarejoi",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/235117"
"Apodidae","Chaetura egregia","https://ebird.org/species/parswi1",235118,"Chaetura_egregia-ML235118.wav","Pale-rumped Swift","Chaetura egregia",NA,"Call; Flying","Adult – 1","https://macaulaylibrary.org/asset/235118"
"Oxyruncidae","Myiobius barbatus","https://ebird.org/species/whifly1",235228,"Myiobius_barbatus-ML235228.wav","Whiskered Flycatcher","Myiobius barbatus",NA,"Call; Carrying Food; Foraging or Eating","Adult – 1","https://macaulaylibrary.org/asset/235228"
"Anatidae","Bucephala islandica","https://ebird.org/species/bargol",235309,"Bucephala_islandica-ML235309.wav","Barrow's Goldeneye","Bucephala islandica",NA,"Call; Non-vocal","Adult Female – 6; Adult Male – 6","https://macaulaylibrary.org/asset/235309"
"Turdidae","Turdus iliacus","https://ebird.org/species/redwin1",235311,"Turdus_iliacus-ML235311.wav","Redwing (Icelandic)","Turdus iliacus coburni",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/235311"
"Phasianidae","Lagopus muta","https://ebird.org/species/rocpta1",235329,"Lagopus_muta-ML235329.wav","Rock Ptarmigan","Lagopus muta",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/235329"
"Gaviidae","Gavia stellata","https://ebird.org/species/retloo",235371,"Gavia_stellata-ML235371.wav","Red-throated Loon","Gavia stellata",NA,"Call; Song","Adult – 8","https://macaulaylibrary.org/asset/235371"
"Scolopacidae","Gallinago gallinago","https://ebird.org/species/comsni",235469,"Gallinago_gallinago-ML235469.wav","Common Snipe","Gallinago gallinago",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/235469"
"Anatidae","Branta leucopsis","https://ebird.org/species/bargoo",235525,"Branta_leucopsis-ML235525.wav","Barnacle Goose","Branta leucopsis",NA,"Call","Adult – 11","https://macaulaylibrary.org/asset/235525"
"Hydrobatidae","Hydrobates leucorhous","https://ebird.org/species/leastp3",235540,"Hydrobates_leucorhous-ML235540.wav","Leach's Storm-Petrel (Leach's)","Hydrobates leucorhous leucorhous",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/235540"
"Procellariidae","Puffinus puffinus","https://ebird.org/species/manshe",235543,"Puffinus_puffinus-ML235543.wav","Manx Shearwater","Puffinus puffinus",NA,"Call",NA,"https://macaulaylibrary.org/asset/235543"
"Parulidae","Oporornis agilis","https://ebird.org/species/conwar",235580,"Oporornis_agilis-ML235580.wav","Connecticut Warbler","Oporornis agilis",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/235580"
"Psittacidae","Enicognathus leptorhynchus","https://ebird.org/species/slbpar1",235929,"Enicognathus_leptorhynchus-ML235929.wav","Slender-billed Parakeet","Enicognathus leptorhynchus",NA,"Call","Adult – 3","https://macaulaylibrary.org/asset/235929"
"Caprimulgidae","Nyctipolus hirundinaceus","https://ebird.org/species/pygnig1",235983,"Nyctipolus_hirundinaceus-ML235983.wav","Pygmy Nightjar","Nyctipolus hirundinaceus",NA,NA,"Adult – 2","https://macaulaylibrary.org/asset/235983"
"Picidae","Picumnus limae","https://ebird.org/species/ochpic1",235987,"Picumnus_limae-ML235987.wav","Ochraceous Piculet","Picumnus limae",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/235987"
"Troglodytidae","Ferminia cerverai","https://ebird.org/species/zapwre1",236089,"Ferminia_cerverai-ML236089.wav","Zapata Wren","Ferminia cerverai",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/236089"
"Trochilidae","Riccordia ricordii","https://ebird.org/species/cubeme1",236098,"Riccordia_ricordii-ML236098.wav","Cuban Emerald","Riccordia ricordii",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/236098"
"Anatidae","Dendrocygna arborea","https://ebird.org/species/wiwduc1",236122,"Dendrocygna_arborea-ML236122.wav","West Indian Whistling-Duck","Dendrocygna arborea",NA,NA,"Adult Male – 1","https://macaulaylibrary.org/asset/236122"
"Cisticolidae","Prinia atrogularis","https://ebird.org/species/bktpri1",236409,"Prinia_atrogularis-ML236409.wav","Black-throated Prinia (Black-throated)","Prinia atrogularis atrogularis",NA,"Courtship, Display, or Copulation; Song","Unknown – 1","https://macaulaylibrary.org/asset/236409"
"Leiothrichidae","Liocichla phoenicea","https://ebird.org/species/reflio2",236413,"Liocichla_phoenicea-ML236413.wav","Red-faced Liocichla","Liocichla phoenicea",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/236413"
"Muscicapidae","Niltava vivida","https://ebird.org/species/vivnil1",236416,"Niltava_vivida-ML236416.wav","Vivid Niltava","Niltava vivida",NA,NA,"Adult – 2","https://macaulaylibrary.org/asset/236416"
"Turdidae","Cochoa purpurea","https://ebird.org/species/purcoc1",236419,"Cochoa_purpurea-ML236419.wav","Purple Cochoa","Cochoa purpurea",NA,"Song","Adult Female – 1","https://macaulaylibrary.org/asset/236419"
"Scotocercidae","Tickellia hodgsoni","https://ebird.org/species/brbwar1",236422,"Tickellia_hodgsoni-ML236422.wav","Broad-billed Warbler","Tickellia hodgsoni",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/236422"
"Cisticolidae","Apalis personata","https://ebird.org/species/blfapa1",236539,"Apalis_personata-ML236539.wav","Black-faced Apalis","Apalis personata",NA,"Song",NA,"https://macaulaylibrary.org/asset/236539"
"Nectariniidae","Cyanomitra cyanolaema","https://ebird.org/species/btbsun2",236543,"Cyanomitra_cyanolaema-ML236543.wav","Blue-throated Brown Sunbird","Cyanomitra cyanolaema",NA,NA,"Unknown – 2","https://macaulaylibrary.org/asset/236543"
"Malaconotidae","Malaconotus lagdeni","https://ebird.org/species/lagbus3",236545,"Malaconotus_lagdeni-ML236545.wav","Lagden's Bushshrike (Eastern)","Malaconotus lagdeni centralis",NA,NA,"Unknown – 1","https://macaulaylibrary.org/asset/236545"
"Cuculidae","Chrysococcyx flavigularis","https://ebird.org/species/yetcuc1",236554,"Chrysococcyx_flavigularis-ML236554.wav","Yellow-throated Cuckoo","Chrysococcyx flavigularis",NA,"Song","Adult Male – 2","https://macaulaylibrary.org/asset/236554"
"Columbidae","Columba unicincta","https://ebird.org/species/afepig1",236555,"Columba_unicincta-ML236555.wav","Afep Pigeon","Columba unicincta",NA,NA,"Adult – 1","https://macaulaylibrary.org/asset/236555"
"Nectariniidae","Cinnyris superbus","https://ebird.org/species/supsun2",236647,"Cinnyris_superbus-ML236647.wav","Superb Sunbird","Cinnyris superbus",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/236647"
"Grallariidae","Grallaria occabambae","https://ebird.org/species/rufant10",236893,"Grallaria_occabambae-ML236893.wav","Urubamba Antpitta","Grallaria occabambae",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/236893"
"Grallariidae","Grallaria cochabambae","https://ebird.org/species/rufant11",236894,"Grallaria_cochabambae-ML236894.wav","Bolivian Antpitta","Grallaria cochabambae",NA,"Song",NA,"https://macaulaylibrary.org/asset/236894"
"Phoeniculidae","Phoeniculus castaneiceps","https://ebird.org/species/forwoo2",236903,"Phoeniculus_castaneiceps-ML236903.wav","Forest Woodhoopoe (Western)","Phoeniculus castaneiceps castaneiceps",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/236903"
"Pycnonotidae","Calyptocichla serinus","https://ebird.org/species/golgre1",236918,"Calyptocichla_serinus-ML236918.wav","Golden Greenbul","Calyptocichla serinus",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/236918"
"Ploceidae","Malimbus nitens","https://ebird.org/species/gramal1",236925,"Malimbus_nitens-ML236925.wav","Blue-billed Malimbe","Malimbus nitens",NA,"Call",NA,"https://macaulaylibrary.org/asset/236925"
"Strigidae","Glaucidium castaneum","https://ebird.org/species/cheowl2",236947,"Glaucidium_castaneum-ML236947.wav","Chestnut Owlet (Etchecopar's)","Glaucidium castaneum etchecopari",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/236947"
"Ploceidae","Malimbus malimbicus","https://ebird.org/species/cremal1",236988,"Malimbus_malimbicus-ML236988.wav","Crested Malimbe","Malimbus malimbicus",NA,"Call; Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/236988"
"Picidae","Campethera nivosa","https://ebird.org/species/buswoo1",237246,"Campethera_nivosa-ML237246.wav","Buff-spotted Woodpecker","Campethera nivosa",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/237246"
"Platysteiridae","Platysteira jamesoni","https://ebird.org/species/jaweye1",237248,"Platysteira_jamesoni-ML237248.wav","Jameson's Wattle-eye","Platysteira jamesoni",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/237248"
"Odontophoridae","Ptilopachus nahani","https://ebird.org/species/nahfra2",237261,"Ptilopachus_nahani-ML237261.wav","Nahan's Francolin","Ptilopachus nahani",NA,"Song","Adult Female – 1; Adult Male – 1","https://macaulaylibrary.org/asset/237261"
"Pycnonotidae","Pycnonotus xanthorrhous","https://ebird.org/species/brbbul1",237274,"Pycnonotus_xanthorrhous-ML237274.wav","Brown-breasted Bulbul","Pycnonotus xanthorrhous",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/237274"
"Sylviidae","Sinosuthora brunnea","https://ebird.org/species/brwpar2",237280,"Sinosuthora_brunnea-ML237280.wav","Brown-winged Parrotbill","Sinosuthora brunnea",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237280"
"Sittidae","Sitta nagaensis","https://ebird.org/species/chvnut1",237305,"Sitta_nagaensis-ML237305.wav","Chestnut-vented Nuthatch","Sitta nagaensis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237305"
"Leiothrichidae","Pterorhinus lanceolatus","https://ebird.org/species/chibab2",237320,"Pterorhinus_lanceolatus-ML237320.wav","Chinese Babax","Pterorhinus lanceolatus",NA,"Call; Song","Adult – 2","https://macaulaylibrary.org/asset/237320"
"Leiothrichidae","Trochalopteron affine","https://ebird.org/species/blflau1",237342,"Trochalopteron_affine-ML237342.wav","Black-faced Laughingthrush","Trochalopteron affine",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237342"
"Muscicapidae","Ficedula hodgsoni","https://ebird.org/species/pybfly1",237402,"Ficedula_hodgsoni-ML237402.wav","Pygmy Flycatcher","Ficedula hodgsoni",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237402"
"Phylloscopidae","Phylloscopus burkii","https://ebird.org/species/goswar1",237417,"Phylloscopus_burkii-ML237417.wav","Green-crowned Warbler","Phylloscopus burkii",NA,"Call; Song","Adult – 1","https://macaulaylibrary.org/asset/237417"
"Timaliidae","Erythrogenys gravivox","https://ebird.org/species/bksscb1",237422,"Erythrogenys_gravivox-ML237422.wav","Black-streaked Scimitar-Babbler","Erythrogenys gravivox",NA,"Duet; Song",NA,"https://macaulaylibrary.org/asset/237422"
"Leiothrichidae","Alcippe fratercula","https://ebird.org/species/gycful4",237425,"Alcippe_fratercula-ML237425.wav","Yunnan Fulvetta","Alcippe fratercula",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237425"
"Certhiidae","Certhia himalayana","https://ebird.org/species/battre1",237437,"Certhia_himalayana-ML237437.wav","Bar-tailed Treecreeper","Certhia himalayana",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237437"
"Leiothrichidae","Heterophasia desgodinsi","https://ebird.org/species/bkhsib1",237438,"Heterophasia_desgodinsi-ML237438.wav","Black-headed Sibia (Black-headed)","Heterophasia desgodinsi desgodinsi/tonkinensis",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237438"
"Cuculidae","Chrysococcyx maculatus","https://ebird.org/species/asecuc1",237440,"Chrysococcyx_maculatus-ML237440.wav","Asian Emerald Cuckoo","Chrysococcyx maculatus",NA,"Song","Adult – 2","https://macaulaylibrary.org/asset/237440"
"Leiothrichidae","Trochalopteron squamatum","https://ebird.org/species/blwlau1",237467,"Trochalopteron_squamatum-ML237467.wav","Blue-winged Laughingthrush","Trochalopteron squamatum",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/237467"
"Hirundinidae","Progne modesta","https://ebird.org/species/galmar1",237482,"Progne_modesta-ML237482.wav","Galapagos Martin","Progne modesta",NA,"Call","Adult – 6; Immature – 6","https://macaulaylibrary.org/asset/237482"
"Spheniscidae","Spheniscus mendiculus","https://ebird.org/species/galpen1",237483,"Spheniscus_mendiculus-ML237483.wav","Galapagos Penguin","Spheniscus mendiculus",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/237483"
"Phalacrocoracidae","Nannopterum harrisi","https://ebird.org/species/flicor1",237487,"Nannopterum_harrisi-ML237487.wav","Flightless Cormorant","Nannopterum harrisi",NA,"Call","Adult – 1; Immature – 1","https://macaulaylibrary.org/asset/237487"
"Anatidae","Spatula puna","https://ebird.org/species/puntea1",237507,"Spatula_puna-ML237507.wav","Puna Teal","Spatula puna",NA,"Call",NA,"https://macaulaylibrary.org/asset/237507"
"Thraupidae","Chlorophanes spiza","https://ebird.org/species/grehon1",237597,"Chlorophanes_spiza-ML237597.wav","Green Honeycreeper","Chlorophanes spiza",NA,"Call",NA,"https://macaulaylibrary.org/asset/237597"
"Trochilidae","Phaethornis atrimentalis","https://ebird.org/species/bkther1",238307,"Phaethornis_atrimentalis-ML238307.wav","Black-throated Hermit","Phaethornis atrimentalis",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/238307"
"Thraupidae","Saltator nigriceps","https://ebird.org/species/blcsal1",238562,"Saltator_nigriceps-ML238562.wav","Black-cowled Saltator","Saltator nigriceps",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/238562"
"Thraupidae","Sicalis raimondii","https://ebird.org/species/rayfin1",238698,"Sicalis_raimondii-ML238698.wav","Raimondi's Yellow-Finch","Sicalis raimondii",NA,"Call; Song","Unknown – 80","https://macaulaylibrary.org/asset/238698"
"Thraupidae","Sporophila maximiliani","https://ebird.org/species/gbsfin1",239079,"Sporophila_maximiliani-ML239079.wav","Great-billed Seed-Finch","Sporophila maximiliani",NA,"Song","Adult – 1","https://macaulaylibrary.org/asset/239079"
"Phasianidae","Lagopus lagopus","https://ebird.org/species/wilpta",239115,"Lagopus_lagopus-ML239115.wav","Willow Ptarmigan","Lagopus lagopus",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/239115"
"Tyrannidae","Rhytipterna holerythra","https://ebird.org/species/rufmou1",240551,"Rhytipterna_holerythra-ML240551.wav","Rufous Mourner","Rhytipterna holerythra",NA,"Song",NA,"https://macaulaylibrary.org/asset/240551"
"Anatidae","Spatula platalea","https://ebird.org/species/redsho1",240724,"Spatula_platalea-ML240724.wav","Red Shoveler","Spatula platalea",NA,"Call",NA,"https://macaulaylibrary.org/asset/240724"
"Passerellidae","Atlapetes forbesi","https://ebird.org/species/apubrf1",240889,"Atlapetes_forbesi-ML240889.wav","Apurimac Brushfinch","Atlapetes forbesi",NA,"Song",NA,"https://macaulaylibrary.org/asset/240889"
"Furnariidae","Geositta maritima","https://ebird.org/species/gramin1",240958,"Geositta_maritima-ML240958.wav","Grayish Miner","Geositta maritima",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/240958"
"Tyrannidae","Mecocerculus calopterus","https://ebird.org/species/ruwtyr1",241540,"Mecocerculus_calopterus-ML241540.wav","Rufous-winged Tyrannulet","Mecocerculus calopterus",NA,"Call",NA,"https://macaulaylibrary.org/asset/241540"
"Thraupidae","Stilpnia viridicollis","https://ebird.org/species/siltan1",241670,"Stilpnia_viridicollis-ML241670.wav","Silvery Tanager","Stilpnia viridicollis",NA,"Song",NA,"https://macaulaylibrary.org/asset/241670"
"Picidae","Dryobates dignus","https://ebird.org/species/yevwoo1",241768,"Dryobates_dignus-ML241768.wav","Yellow-vented Woodpecker","Dryobates dignus",NA,"Song",NA,"https://macaulaylibrary.org/asset/241768"
